SUBJECT,ITEM,LEXICALITY,REPETITION,CASE,RT,ACCURACY
11,1,word,unrelated,alternating,707.16,1
11,2,word,unrelated,alternating,495.45,1
11,3,word,unrelated,alternating,734.6,1
11,4,word,unrelated,alternating,592.37,1
11,5,word,unrelated,alternating,592.19,1
11,6,word,unrelated,alternating,677.56,1
11,7,word,unrelated,alternating,NA,0
11,8,word,unrelated,alternating,1039.7,1
11,9,word,unrelated,alternating,759.05,1
11,10,word,unrelated,alternating,685.38,1
11,11,word,unrelated,alternating,481.91,1
11,12,word,unrelated,alternating,544.09,1
11,13,word,unrelated,alternating,538.77,1
11,14,word,unrelated,alternating,760.17,1
11,15,word,unrelated,alternating,579.59,1
11,16,word,unrelated,alternating,NA,0
11,17,word,unrelated,alternating,605.58,1
11,18,word,unrelated,alternating,583.77,1
11,19,word,unrelated,alternating,682.58,1
11,20,word,unrelated,alternating,816.65,1
11,21,word,unrelated,alternating,635.36,1
11,22,word,unrelated,alternating,674.19,1
11,23,word,unrelated,alternating,NA,0
11,24,word,unrelated,alternating,527.93,1
11,25,word,unrelated,alternating,712.65,1
11,26,word,unrelated,alternating,707.49,1
11,27,word,unrelated,alternating,650.42,1
11,28,word,unrelated,alternating,554.93,1
11,29,word,unrelated,alternating,617.92,1
11,30,word,unrelated,alternating,747.27,1
11,31,word,repeated,lowercase,1165.37,1
11,32,word,repeated,lowercase,809.58,1
11,33,word,repeated,lowercase,548.6,1
11,34,word,repeated,lowercase,563.05,1
11,35,word,repeated,lowercase,669.61,1
11,36,word,repeated,lowercase,704,1
11,37,word,repeated,lowercase,668.45,1
11,38,word,repeated,lowercase,612.59,1
11,39,word,repeated,lowercase,622.7,1
11,40,word,repeated,lowercase,1176.71,1
11,41,word,repeated,lowercase,439.88,1
11,42,word,repeated,lowercase,560.95,1
11,43,word,repeated,lowercase,NA,0
11,44,word,repeated,lowercase,447.97,1
11,45,word,repeated,lowercase,754.13,1
11,46,word,repeated,lowercase,616.24,1
11,47,word,repeated,lowercase,494.13,1
11,48,word,repeated,lowercase,592.83,1
11,49,word,repeated,lowercase,486.63,1
11,50,word,repeated,lowercase,514.16,1
11,51,word,repeated,lowercase,744.48,1
11,52,word,repeated,lowercase,1107.27,1
11,53,word,repeated,lowercase,484.76,1
11,54,word,repeated,lowercase,539.32,1
11,55,word,repeated,lowercase,538.27,1
11,56,word,repeated,lowercase,573.63,1
11,57,word,repeated,lowercase,484.05,1
11,58,word,repeated,lowercase,560.12,1
11,59,word,repeated,lowercase,640.73,1
11,60,word,repeated,lowercase,562.95,1
11,61,word,repeated,alternating,549.12,1
11,62,word,repeated,alternating,455.55,1
11,63,word,repeated,alternating,656.6,1
11,64,word,repeated,alternating,404.02,1
11,65,word,repeated,alternating,437.45,1
11,66,word,repeated,alternating,493.29,1
11,67,word,repeated,alternating,566.48,1
11,68,word,repeated,alternating,476.9,1
11,69,word,repeated,alternating,532.03,1
11,70,word,repeated,alternating,584.62,1
11,71,word,repeated,alternating,383.33,1
11,72,word,repeated,alternating,820.18,1
11,73,word,repeated,alternating,574.76,1
11,74,word,repeated,alternating,725.85,1
11,75,word,repeated,alternating,596.8,1
11,76,word,repeated,alternating,750.31,1
11,77,word,repeated,alternating,522.44,1
11,78,word,repeated,alternating,650,1
11,79,word,repeated,alternating,609.65,1
11,80,word,repeated,alternating,542.85,1
11,81,word,repeated,alternating,666.09,1
11,82,word,repeated,alternating,719.12,1
11,83,word,repeated,alternating,512.61,1
11,84,word,repeated,alternating,NA,0
11,85,word,repeated,alternating,576.95,1
11,86,word,repeated,alternating,570.85,1
11,87,word,repeated,alternating,605.04,1
11,88,word,repeated,alternating,506.64,1
11,89,word,repeated,alternating,995.34,1
11,90,word,repeated,alternating,832.78,1
11,91,word,unrelated,lowercase,547.18,1
11,92,word,unrelated,lowercase,844.84,1
11,93,word,unrelated,lowercase,652.78,1
11,94,word,unrelated,lowercase,504.39,1
11,95,word,unrelated,lowercase,657.46,1
11,96,word,unrelated,lowercase,661.14,1
11,97,word,unrelated,lowercase,860.73,1
11,98,word,unrelated,lowercase,675.28,1
11,99,word,unrelated,lowercase,496.52,1
11,100,word,unrelated,lowercase,614.84,1
11,101,word,unrelated,lowercase,616.12,1
11,102,word,unrelated,lowercase,547.21,1
11,103,word,unrelated,lowercase,717.92,1
11,104,word,unrelated,lowercase,601.77,1
11,105,word,unrelated,lowercase,604.71,1
11,106,word,unrelated,lowercase,622.35,1
11,107,word,unrelated,lowercase,631.81,1
11,108,word,unrelated,lowercase,626.79,1
11,109,word,unrelated,lowercase,NA,0
11,110,word,unrelated,lowercase,518.53,1
11,111,word,unrelated,lowercase,619.68,1
11,112,word,unrelated,lowercase,1166.91,1
11,113,word,unrelated,lowercase,543.58,1
11,114,word,unrelated,lowercase,631.03,1
11,115,word,unrelated,lowercase,703.82,1
11,116,word,unrelated,lowercase,508.68,1
11,117,word,unrelated,lowercase,570.98,1
11,118,word,unrelated,lowercase,621.34,1
11,119,word,unrelated,lowercase,825.95,1
11,120,word,unrelated,lowercase,628.48,1
12,1,word,unrelated,alternating,638.35,1
12,2,word,unrelated,alternating,546.18,1
12,3,word,unrelated,alternating,622.05,1
12,4,word,unrelated,alternating,410.77,1
12,5,word,unrelated,alternating,437.91,1
12,6,word,unrelated,alternating,581.76,1
12,7,word,unrelated,alternating,603.45,1
12,8,word,unrelated,alternating,660.72,1
12,9,word,unrelated,alternating,646.97,1
12,10,word,unrelated,alternating,664.18,1
12,11,word,unrelated,alternating,522.83,1
12,12,word,unrelated,alternating,553.16,1
12,13,word,unrelated,alternating,671.42,1
12,14,word,unrelated,alternating,828.64,1
12,15,word,unrelated,alternating,540.6,1
12,16,word,unrelated,alternating,553.73,1
12,17,word,unrelated,alternating,534.58,1
12,18,word,unrelated,alternating,647.28,1
12,19,word,unrelated,alternating,515.6,1
12,20,word,unrelated,alternating,556.58,1
12,21,word,unrelated,alternating,808.17,1
12,22,word,unrelated,alternating,484.9,1
12,23,word,unrelated,alternating,733.37,1
12,24,word,unrelated,alternating,564.33,1
12,25,word,unrelated,alternating,485.72,1
12,26,word,unrelated,alternating,740.88,1
12,27,word,unrelated,alternating,557.99,1
12,28,word,unrelated,alternating,439.62,1
12,29,word,unrelated,alternating,779.32,1
12,30,word,unrelated,alternating,616.22,1
12,31,word,repeated,lowercase,452.79,1
12,32,word,repeated,lowercase,465.24,1
12,33,word,repeated,lowercase,474.54,1
12,34,word,repeated,lowercase,645.41,1
12,35,word,repeated,lowercase,512.59,1
12,36,word,repeated,lowercase,692.16,1
12,37,word,repeated,lowercase,480.35,1
12,38,word,repeated,lowercase,548.68,1
12,39,word,repeated,lowercase,745.08,1
12,40,word,repeated,lowercase,614.64,1
12,41,word,repeated,lowercase,552.95,1
12,42,word,repeated,lowercase,647.38,1
12,43,word,repeated,lowercase,557.52,1
12,44,word,repeated,lowercase,447.86,1
12,45,word,repeated,lowercase,628.42,1
12,46,word,repeated,lowercase,356.94,1
12,47,word,repeated,lowercase,591.18,1
12,48,word,repeated,lowercase,543.51,1
12,49,word,repeated,lowercase,626.65,1
12,50,word,repeated,lowercase,460.63,1
12,51,word,repeated,lowercase,517.69,1
12,52,word,repeated,lowercase,573.41,1
12,53,word,repeated,lowercase,470.25,1
12,54,word,repeated,lowercase,555.43,1
12,55,word,repeated,lowercase,684.63,1
12,56,word,repeated,lowercase,531.08,1
12,57,word,repeated,lowercase,805.45,1
12,58,word,repeated,lowercase,401.34,1
12,59,word,repeated,lowercase,509.73,1
12,60,word,repeated,lowercase,515.12,1
12,61,word,repeated,alternating,772.42,1
12,62,word,repeated,alternating,574.03,1
12,63,word,repeated,alternating,607.83,1
12,64,word,repeated,alternating,493.31,1
12,65,word,repeated,alternating,503.15,1
12,66,word,repeated,alternating,520.58,1
12,67,word,repeated,alternating,487.14,1
12,68,word,repeated,alternating,572.48,1
12,69,word,repeated,alternating,722.54,1
12,70,word,repeated,alternating,531.87,1
12,71,word,repeated,alternating,619.87,1
12,72,word,repeated,alternating,NA,0
12,73,word,repeated,alternating,632.34,1
12,74,word,repeated,alternating,612.25,1
12,75,word,repeated,alternating,459.29,1
12,76,word,repeated,alternating,487.38,1
12,77,word,repeated,alternating,464.18,1
12,78,word,repeated,alternating,679.46,1
12,79,word,repeated,alternating,843.1,1
12,80,word,repeated,alternating,NA,0
12,81,word,repeated,alternating,546.7,1
12,82,word,repeated,alternating,760.57,1
12,83,word,repeated,alternating,459.24,1
12,84,word,repeated,alternating,557.52,1
12,85,word,repeated,alternating,797,1
12,86,word,repeated,alternating,618.85,1
12,87,word,repeated,alternating,607.15,1
12,88,word,repeated,alternating,493.26,1
12,89,word,repeated,alternating,361.12,1
12,90,word,repeated,alternating,1013.04,1
12,91,word,unrelated,lowercase,617.38,1
12,92,word,unrelated,lowercase,995.36,1
12,93,word,unrelated,lowercase,728.77,1
12,94,word,unrelated,lowercase,491.8,1
12,95,word,unrelated,lowercase,504.33,1
12,96,word,unrelated,lowercase,543.24,1
12,97,word,unrelated,lowercase,492.75,1
12,98,word,unrelated,lowercase,481.62,1
12,99,word,unrelated,lowercase,516.51,1
12,100,word,unrelated,lowercase,NA,1
12,101,word,unrelated,lowercase,453.5,1
12,102,word,unrelated,lowercase,609.58,1
12,103,word,unrelated,lowercase,564.56,1
12,104,word,unrelated,lowercase,599.29,1
12,105,word,unrelated,lowercase,842.55,1
12,106,word,unrelated,lowercase,720.13,1
12,107,word,unrelated,lowercase,558.01,1
12,108,word,unrelated,lowercase,558.21,1
12,109,word,unrelated,lowercase,1233.71,1
12,110,word,unrelated,lowercase,494.14,1
12,111,word,unrelated,lowercase,594.88,1
12,112,word,unrelated,lowercase,642.02,1
12,113,word,unrelated,lowercase,549.18,1
12,114,word,unrelated,lowercase,395.95,1
12,115,word,unrelated,lowercase,788.04,1
12,116,word,unrelated,lowercase,458.42,1
12,117,word,unrelated,lowercase,557.48,1
12,118,word,unrelated,lowercase,546.41,1
12,119,word,unrelated,lowercase,1289.47,1
12,120,word,unrelated,lowercase,618.05,1
13,1,word,unrelated,alternating,589.13,1
13,2,word,unrelated,alternating,735.82,1
13,3,word,unrelated,alternating,692.59,1
13,4,word,unrelated,alternating,585.27,1
13,5,word,unrelated,alternating,599.49,1
13,6,word,unrelated,alternating,705.88,1
13,7,word,unrelated,alternating,697.29,1
13,8,word,unrelated,alternating,718.18,1
13,9,word,unrelated,alternating,580.5,1
13,10,word,unrelated,alternating,683.49,1
13,11,word,unrelated,alternating,930.78,1
13,12,word,unrelated,alternating,869.49,1
13,13,word,unrelated,alternating,507.12,1
13,14,word,unrelated,alternating,679.15,1
13,15,word,unrelated,alternating,622.86,1
13,16,word,unrelated,alternating,582.88,1
13,17,word,unrelated,alternating,499.2,1
13,18,word,unrelated,alternating,834.09,1
13,19,word,unrelated,alternating,501.34,1
13,20,word,unrelated,alternating,928.98,1
13,21,word,unrelated,alternating,974.38,1
13,22,word,unrelated,alternating,1057.74,1
13,23,word,unrelated,alternating,870.21,1
13,24,word,unrelated,alternating,689.4,1
13,25,word,unrelated,alternating,680.24,1
13,26,word,unrelated,alternating,624.81,1
13,27,word,unrelated,alternating,864.27,1
13,28,word,unrelated,alternating,583.79,1
13,29,word,unrelated,alternating,859.12,1
13,30,word,unrelated,alternating,552.94,1
13,31,word,repeated,lowercase,813.35,1
13,32,word,repeated,lowercase,519.96,1
13,33,word,repeated,lowercase,548.17,1
13,34,word,repeated,lowercase,682.83,1
13,35,word,repeated,lowercase,571.15,1
13,36,word,repeated,lowercase,625.59,1
13,37,word,repeated,lowercase,653.82,1
13,38,word,repeated,lowercase,719.21,1
13,39,word,repeated,lowercase,472.79,1
13,40,word,repeated,lowercase,557.18,1
13,41,word,repeated,lowercase,824.75,1
13,42,word,repeated,lowercase,880.04,1
13,43,word,repeated,lowercase,498.07,1
13,44,word,repeated,lowercase,616.67,1
13,45,word,repeated,lowercase,609.55,1
13,46,word,repeated,lowercase,661.15,1
13,47,word,repeated,lowercase,870.76,1
13,48,word,repeated,lowercase,898.06,1
13,49,word,repeated,lowercase,570.6,1
13,50,word,repeated,lowercase,592.38,1
13,51,word,repeated,lowercase,521.1,1
13,52,word,repeated,lowercase,635.24,1
13,53,word,repeated,lowercase,622.9,1
13,54,word,repeated,lowercase,612.92,1
13,55,word,repeated,lowercase,782.61,1
13,56,word,repeated,lowercase,556.15,1
13,57,word,repeated,lowercase,548.01,1
13,58,word,repeated,lowercase,994.3,1
13,59,word,repeated,lowercase,801.67,1
13,60,word,repeated,lowercase,543.26,1
13,61,word,repeated,alternating,682.1,1
13,62,word,repeated,alternating,564.12,1
13,63,word,repeated,alternating,1030.49,1
13,64,word,repeated,alternating,1193.3,1
13,65,word,repeated,alternating,861.07,1
13,66,word,repeated,alternating,497.68,1
13,67,word,repeated,alternating,574.23,1
13,68,word,repeated,alternating,508.7,1
13,69,word,repeated,alternating,975.18,1
13,70,word,repeated,alternating,490.25,1
13,71,word,repeated,alternating,508.47,1
13,72,word,repeated,alternating,635.98,1
13,73,word,repeated,alternating,768.86,1
13,74,word,repeated,alternating,539.27,1
13,75,word,repeated,alternating,635.65,1
13,76,word,repeated,alternating,450.11,1
13,77,word,repeated,alternating,548.08,1
13,78,word,repeated,alternating,752.13,1
13,79,word,repeated,alternating,673.67,1
13,80,word,repeated,alternating,839.61,1
13,81,word,repeated,alternating,486.19,1
13,82,word,repeated,alternating,550.61,1
13,83,word,repeated,alternating,743.47,1
13,84,word,repeated,alternating,663.79,1
13,85,word,repeated,alternating,887.56,1
13,86,word,repeated,alternating,888.65,1
13,87,word,repeated,alternating,905.88,1
13,88,word,repeated,alternating,433.1,1
13,89,word,repeated,alternating,1024.24,1
13,90,word,repeated,alternating,543.16,1
13,91,word,unrelated,lowercase,537.23,1
13,92,word,unrelated,lowercase,512.06,1
13,93,word,unrelated,lowercase,908.68,1
13,94,word,unrelated,lowercase,536.28,1
13,95,word,unrelated,lowercase,715.03,1
13,96,word,unrelated,lowercase,670.19,1
13,97,word,unrelated,lowercase,941.93,1
13,98,word,unrelated,lowercase,573.76,1
13,99,word,unrelated,lowercase,602.46,1
13,100,word,unrelated,lowercase,621.24,1
13,101,word,unrelated,lowercase,531.15,1
13,102,word,unrelated,lowercase,692.52,1
13,103,word,unrelated,lowercase,498.19,1
13,104,word,unrelated,lowercase,1191.7,1
13,105,word,unrelated,lowercase,673.34,1
13,106,word,unrelated,lowercase,849.02,1
13,107,word,unrelated,lowercase,885.87,1
13,108,word,unrelated,lowercase,552.19,1
13,109,word,unrelated,lowercase,705.26,1
13,110,word,unrelated,lowercase,561.96,1
13,111,word,unrelated,lowercase,1414.6,1
13,112,word,unrelated,lowercase,942.09,1
13,113,word,unrelated,lowercase,573.34,1
13,114,word,unrelated,lowercase,830.81,1
13,115,word,unrelated,lowercase,649.39,1
13,116,word,unrelated,lowercase,762.81,1
13,117,word,unrelated,lowercase,502.2,1
13,118,word,unrelated,lowercase,596.66,1
13,119,word,unrelated,lowercase,607.95,1
13,120,word,unrelated,lowercase,709.94,1
14,1,word,unrelated,alternating,855.62,1
14,2,word,unrelated,alternating,813.29,1
14,3,word,unrelated,alternating,709.92,1
14,4,word,unrelated,alternating,815.36,1
14,5,word,unrelated,alternating,1037.84,1
14,6,word,unrelated,alternating,753.73,1
14,7,word,unrelated,alternating,893.46,1
14,8,word,unrelated,alternating,861.54,1
14,9,word,unrelated,alternating,994.96,1
14,10,word,unrelated,alternating,1156.27,1
14,11,word,unrelated,alternating,1043.04,1
14,12,word,unrelated,alternating,1231.11,1
14,13,word,unrelated,alternating,526.54,1
14,14,word,unrelated,alternating,NA,0
14,15,word,unrelated,alternating,660.29,1
14,16,word,unrelated,alternating,791.85,1
14,17,word,unrelated,alternating,1003.64,1
14,18,word,unrelated,alternating,763.76,1
14,19,word,unrelated,alternating,887,1
14,20,word,unrelated,alternating,1387.76,1
14,21,word,unrelated,alternating,741.82,1
14,22,word,unrelated,alternating,1030.55,1
14,23,word,unrelated,alternating,960.24,1
14,24,word,unrelated,alternating,695.25,1
14,25,word,unrelated,alternating,790.8,1
14,26,word,unrelated,alternating,748.64,1
14,27,word,unrelated,alternating,1160.07,1
14,28,word,unrelated,alternating,690.47,1
14,29,word,unrelated,alternating,692.26,1
14,30,word,unrelated,alternating,604.36,1
14,31,word,repeated,lowercase,536.85,1
14,32,word,repeated,lowercase,729.89,1
14,33,word,repeated,lowercase,1139.82,1
14,34,word,repeated,lowercase,907.33,1
14,35,word,repeated,lowercase,596.65,1
14,36,word,repeated,lowercase,810.36,1
14,37,word,repeated,lowercase,1082.66,1
14,38,word,repeated,lowercase,610.46,1
14,39,word,repeated,lowercase,903.95,1
14,40,word,repeated,lowercase,734.96,1
14,41,word,repeated,lowercase,776.86,1
14,42,word,repeated,lowercase,1095.45,1
14,43,word,repeated,lowercase,1242.29,1
14,44,word,repeated,lowercase,NA,1
14,45,word,repeated,lowercase,683.1,1
14,46,word,repeated,lowercase,446.57,1
14,47,word,repeated,lowercase,635.41,1
14,48,word,repeated,lowercase,NA,1
14,49,word,repeated,lowercase,530.26,1
14,50,word,repeated,lowercase,549.89,1
14,51,word,repeated,lowercase,NA,1
14,52,word,repeated,lowercase,1289.88,1
14,53,word,repeated,lowercase,1222.28,1
14,54,word,repeated,lowercase,1140.52,1
14,55,word,repeated,lowercase,924.51,1
14,56,word,repeated,lowercase,1242.66,1
14,57,word,repeated,lowercase,575.47,1
14,58,word,repeated,lowercase,904.05,1
14,59,word,repeated,lowercase,947,1
14,60,word,repeated,lowercase,659.25,1
14,61,word,repeated,alternating,743.98,1
14,62,word,repeated,alternating,506.05,1
14,63,word,repeated,alternating,1149.77,1
14,64,word,repeated,alternating,763.22,1
14,65,word,repeated,alternating,1224.79,1
14,66,word,repeated,alternating,1168.91,1
14,67,word,repeated,alternating,523.79,1
14,68,word,repeated,alternating,NA,1
14,69,word,repeated,alternating,1061.61,1
14,70,word,repeated,alternating,773.15,1
14,71,word,repeated,alternating,481.1,1
14,72,word,repeated,alternating,NA,0
14,73,word,repeated,alternating,619.06,1
14,74,word,repeated,alternating,628.47,1
14,75,word,repeated,alternating,532.06,1
14,76,word,repeated,alternating,639.98,1
14,77,word,repeated,alternating,1217.8,1
14,78,word,repeated,alternating,581.71,1
14,79,word,repeated,alternating,871.91,1
14,80,word,repeated,alternating,1069.6,1
14,81,word,repeated,alternating,759.43,1
14,82,word,repeated,alternating,NA,1
14,83,word,repeated,alternating,669.85,1
14,84,word,repeated,alternating,1073.07,1
14,85,word,repeated,alternating,951.9,1
14,86,word,repeated,alternating,697.96,1
14,87,word,repeated,alternating,808.12,1
14,88,word,repeated,alternating,676.19,1
14,89,word,repeated,alternating,590.6,1
14,90,word,repeated,alternating,735.25,1
14,91,word,unrelated,lowercase,1310.99,1
14,92,word,unrelated,lowercase,NA,1
14,93,word,unrelated,lowercase,772.69,1
14,94,word,unrelated,lowercase,690.09,1
14,95,word,unrelated,lowercase,1089.81,1
14,96,word,unrelated,lowercase,772,1
14,97,word,unrelated,lowercase,NA,1
14,98,word,unrelated,lowercase,747.82,1
14,99,word,unrelated,lowercase,1010.59,1
14,100,word,unrelated,lowercase,1269.45,1
14,101,word,unrelated,lowercase,1201.03,1
14,102,word,unrelated,lowercase,907.28,1
14,103,word,unrelated,lowercase,576.79,1
14,104,word,unrelated,lowercase,644.15,1
14,105,word,unrelated,lowercase,NA,1
14,106,word,unrelated,lowercase,694.92,1
14,107,word,unrelated,lowercase,675.67,1
14,108,word,unrelated,lowercase,873.33,1
14,109,word,unrelated,lowercase,1181.63,1
14,110,word,unrelated,lowercase,1226.58,1
14,111,word,unrelated,lowercase,429.09,1
14,112,word,unrelated,lowercase,622.07,1
14,113,word,unrelated,lowercase,NA,1
14,114,word,unrelated,lowercase,748.22,1
14,115,word,unrelated,lowercase,1116.92,1
14,116,word,unrelated,lowercase,1042.15,1
14,117,word,unrelated,lowercase,894.06,1
14,118,word,unrelated,lowercase,725.66,1
14,119,word,unrelated,lowercase,945.63,1
14,120,word,unrelated,lowercase,542.85,1
15,1,word,unrelated,alternating,NA,0
15,2,word,unrelated,alternating,867.87,1
15,3,word,unrelated,alternating,727.08,1
15,4,word,unrelated,alternating,601.09,1
15,5,word,unrelated,alternating,583.54,1
15,6,word,unrelated,alternating,776.3,1
15,7,word,unrelated,alternating,1146.07,1
15,8,word,unrelated,alternating,1053.55,1
15,9,word,unrelated,alternating,682.86,1
15,10,word,unrelated,alternating,773.7,1
15,11,word,unrelated,alternating,727.04,1
15,12,word,unrelated,alternating,586.47,1
15,13,word,unrelated,alternating,701.63,1
15,14,word,unrelated,alternating,900.45,1
15,15,word,unrelated,alternating,596.38,1
15,16,word,unrelated,alternating,615.16,1
15,17,word,unrelated,alternating,644.14,1
15,18,word,unrelated,alternating,NA,0
15,19,word,unrelated,alternating,681.79,1
15,20,word,unrelated,alternating,679.14,1
15,21,word,unrelated,alternating,697.61,1
15,22,word,unrelated,alternating,661.73,1
15,23,word,unrelated,alternating,809.26,1
15,24,word,unrelated,alternating,680.35,1
15,25,word,unrelated,alternating,745.13,1
15,26,word,unrelated,alternating,832.32,1
15,27,word,unrelated,alternating,566.31,1
15,28,word,unrelated,alternating,921.16,1
15,29,word,unrelated,alternating,720.05,1
15,30,word,unrelated,alternating,713.65,1
15,31,word,repeated,lowercase,635.87,1
15,32,word,repeated,lowercase,576.35,1
15,33,word,repeated,lowercase,796.07,1
15,34,word,repeated,lowercase,646.62,1
15,35,word,repeated,lowercase,1232.53,1
15,36,word,repeated,lowercase,783.01,1
15,37,word,repeated,lowercase,572.69,1
15,38,word,repeated,lowercase,583.02,1
15,39,word,repeated,lowercase,731.7,1
15,40,word,repeated,lowercase,648.55,1
15,41,word,repeated,lowercase,515.84,1
15,42,word,repeated,lowercase,NA,0
15,43,word,repeated,lowercase,612.9,1
15,44,word,repeated,lowercase,529.33,1
15,45,word,repeated,lowercase,1002.38,1
15,46,word,repeated,lowercase,589.45,1
15,47,word,repeated,lowercase,493.22,1
15,48,word,repeated,lowercase,1340.94,1
15,49,word,repeated,lowercase,559.76,1
15,50,word,repeated,lowercase,1043.31,1
15,51,word,repeated,lowercase,609.32,1
15,52,word,repeated,lowercase,816.44,1
15,53,word,repeated,lowercase,642.74,1
15,54,word,repeated,lowercase,939.52,1
15,55,word,repeated,lowercase,736.38,1
15,56,word,repeated,lowercase,NA,0
15,57,word,repeated,lowercase,500.48,1
15,58,word,repeated,lowercase,598.36,1
15,59,word,repeated,lowercase,755.34,1
15,60,word,repeated,lowercase,743.77,1
15,61,word,repeated,alternating,908.04,1
15,62,word,repeated,alternating,667.31,1
15,63,word,repeated,alternating,676.61,1
15,64,word,repeated,alternating,1487.62,1
15,65,word,repeated,alternating,707.24,1
15,66,word,repeated,alternating,713.96,1
15,67,word,repeated,alternating,599.18,1
15,68,word,repeated,alternating,904.12,1
15,69,word,repeated,alternating,850,1
15,70,word,repeated,alternating,725.6,1
15,71,word,repeated,alternating,679.06,1
15,72,word,repeated,alternating,911.47,1
15,73,word,repeated,alternating,593.16,1
15,74,word,repeated,alternating,513.28,1
15,75,word,repeated,alternating,482.36,1
15,76,word,repeated,alternating,579.59,1
15,77,word,repeated,alternating,779.01,1
15,78,word,repeated,alternating,610.85,1
15,79,word,repeated,alternating,626.99,1
15,80,word,repeated,alternating,768.11,1
15,81,word,repeated,alternating,639.24,1
15,82,word,repeated,alternating,929.47,1
15,83,word,repeated,alternating,541.32,1
15,84,word,repeated,alternating,836.21,1
15,85,word,repeated,alternating,773.12,1
15,86,word,repeated,alternating,515.39,1
15,87,word,repeated,alternating,923.54,1
15,88,word,repeated,alternating,549.85,1
15,89,word,repeated,alternating,571.62,1
15,90,word,repeated,alternating,715.15,1
15,91,word,unrelated,lowercase,581.05,1
15,92,word,unrelated,lowercase,701.18,1
15,93,word,unrelated,lowercase,630.32,1
15,94,word,unrelated,lowercase,558.18,1
15,95,word,unrelated,lowercase,617.31,1
15,96,word,unrelated,lowercase,517.35,1
15,97,word,unrelated,lowercase,809.28,1
15,98,word,unrelated,lowercase,500.49,1
15,99,word,unrelated,lowercase,520.64,1
15,100,word,unrelated,lowercase,977.94,1
15,101,word,unrelated,lowercase,610.45,1
15,102,word,unrelated,lowercase,NA,0
15,103,word,unrelated,lowercase,784.19,1
15,104,word,unrelated,lowercase,764.69,1
15,105,word,unrelated,lowercase,797.59,1
15,106,word,unrelated,lowercase,510.13,1
15,107,word,unrelated,lowercase,635.3,1
15,108,word,unrelated,lowercase,658.04,1
15,109,word,unrelated,lowercase,764.28,1
15,110,word,unrelated,lowercase,676.56,1
15,111,word,unrelated,lowercase,549.78,1
15,112,word,unrelated,lowercase,729.99,1
15,113,word,unrelated,lowercase,593.03,1
15,114,word,unrelated,lowercase,687.56,1
15,115,word,unrelated,lowercase,830.57,1
15,116,word,unrelated,lowercase,802.89,1
15,117,word,unrelated,lowercase,971.64,1
15,118,word,unrelated,lowercase,1168.56,1
15,119,word,unrelated,lowercase,832.02,1
15,120,word,unrelated,lowercase,724.9,1
16,1,word,unrelated,alternating,597.18,1
16,2,word,unrelated,alternating,563.63,1
16,3,word,unrelated,alternating,684.09,1
16,4,word,unrelated,alternating,748.55,1
16,5,word,unrelated,alternating,560.29,1
16,6,word,unrelated,alternating,579.01,1
16,7,word,unrelated,alternating,NA,0
16,8,word,unrelated,alternating,682.66,1
16,9,word,unrelated,alternating,677.48,1
16,10,word,unrelated,alternating,NA,0
16,11,word,unrelated,alternating,566.28,1
16,12,word,unrelated,alternating,654.29,1
16,13,word,unrelated,alternating,564.2,1
16,14,word,unrelated,alternating,867.69,1
16,15,word,unrelated,alternating,553.71,1
16,16,word,unrelated,alternating,573.03,1
16,17,word,unrelated,alternating,622.59,1
16,18,word,unrelated,alternating,608.2,1
16,19,word,unrelated,alternating,560.18,1
16,20,word,unrelated,alternating,NA,0
16,21,word,unrelated,alternating,716.85,1
16,22,word,unrelated,alternating,577.84,1
16,23,word,unrelated,alternating,NA,0
16,24,word,unrelated,alternating,614.43,1
16,25,word,unrelated,alternating,606.36,1
16,26,word,unrelated,alternating,563.88,1
16,27,word,unrelated,alternating,916.66,1
16,28,word,unrelated,alternating,601.53,1
16,29,word,unrelated,alternating,598.11,1
16,30,word,unrelated,alternating,757.15,1
16,31,word,repeated,lowercase,516.43,1
16,32,word,repeated,lowercase,603.4,1
16,33,word,repeated,lowercase,579.86,1
16,34,word,repeated,lowercase,495.69,1
16,35,word,repeated,lowercase,486.38,1
16,36,word,repeated,lowercase,720.88,1
16,37,word,repeated,lowercase,587.22,1
16,38,word,repeated,lowercase,612.93,1
16,39,word,repeated,lowercase,559.9,1
16,40,word,repeated,lowercase,629.83,1
16,41,word,repeated,lowercase,573.32,1
16,42,word,repeated,lowercase,520.32,1
16,43,word,repeated,lowercase,572.82,1
16,44,word,repeated,lowercase,468.99,1
16,45,word,repeated,lowercase,573.13,1
16,46,word,repeated,lowercase,666.92,1
16,47,word,repeated,lowercase,551.72,1
16,48,word,repeated,lowercase,583.79,1
16,49,word,repeated,lowercase,685.16,1
16,50,word,repeated,lowercase,586.03,1
16,51,word,repeated,lowercase,637.98,1
16,52,word,repeated,lowercase,689.11,1
16,53,word,repeated,lowercase,554.66,1
16,54,word,repeated,lowercase,516.92,1
16,55,word,repeated,lowercase,489.35,1
16,56,word,repeated,lowercase,542.86,1
16,57,word,repeated,lowercase,551.08,1
16,58,word,repeated,lowercase,482.03,1
16,59,word,repeated,lowercase,630.05,1
16,60,word,repeated,lowercase,557.34,1
16,61,word,repeated,alternating,NA,0
16,62,word,repeated,alternating,544.64,1
16,63,word,repeated,alternating,674.68,1
16,64,word,repeated,alternating,593.61,1
